🌙月光宝盒,#genre#
凤凰卫视,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
Viu6,https://smart.pendy.dpdns.org/Smart.php?id=viusix_twn
央视频道,#genre#
CCTV-1 综合 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV-2 财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
CCTV-3 综艺 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV-4 中文国际,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
CCTV4 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=Cctv4
CCTV-5 体育频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV-5+ 体育赛事 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CCTV-7 军事农业,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
CCTV-8 电视剧 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd
CCTV-9 记录 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv9hd
CCTV-10 科教 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd
CCTV-11 戏曲,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
CCTV-12 社会与法,https://smart.pendy.dpdns.org/Smart.php?id=cctv12
CCTV-13 新闻频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
CCTV-14 少儿,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CCTV-15 音乐,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
卫视频道,#genre#
湖南卫视,https://smart.pendy.dpdns.org/Smart.php?id=hunan_twn
浙江卫视,https://smart.pendy.dpdns.org/Smart.php?id=zhejiang_twn
江苏卫视,https://smart.pendy.dpdns.org/Smart.php?id=jiangsu_twn
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
福建东南卫视,https://smart.pendy.dpdns.org/Smart.php?id=fujian
广东南方卫视,https://smart.pendy.dpdns.org/Smart.php?id=nanfang_twn
广东卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangdongweishi_twn
北京卫视,https://smart.pendy.dpdns.org/Smart.php?id=beijing
珠江台,https://smart.pendy.dpdns.org/Smart.php?id=zhujiang
广西卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangxi
湖北卫视,https://smart.pendy.dpdns.org/Smart.php?id=hubei
四川卫视,https://smart.pendy.dpdns.org/Smart.php?id=sichuan_twn
东方卫视,https://smart.pendy.dpdns.org/Smart.php?id=dongfangweishi_twn
CGTN,https://smart.pendy.dpdns.org/Smart.php?id=CGTN
体育频道,#genre#
Astro Premier League 1,https://smart.pendy.dpdns.org/Smart.php?id=go_assp1
Astro EPL 1 backup,https://smart.pendy.dpdns.org/Smart.php?id=go_assp1x
Astro Premier League 2,https://smart.pendy.dpdns.org/Smart.php?id=go_assp2
Astro Grandstand,https://smart.pendy.dpdns.org/Smart.php?id=go_assp3
Astro Football,https://smart.pendy.dpdns.org/Smart.php?id=go_assp4
Astro Sports Plus,https://smart.pendy.dpdns.org/Smart.php?id=go_sportsplus
Astro Badminton 1,https://smart.pendy.dpdns.org/Smart.php?id=go_badminton1
Astro Badminton 2,https://smart.pendy.dpdns.org/Smart.php?id=go_badminton2
Astro W-Sports,https://smart.pendy.dpdns.org/Smart.php?id=go_assp5
Supersports 1,https://smart.pendy.dpdns.org/Smart.php?id=Assp1
Supersports 2,https://smart.pendy.dpdns.org/Smart.php?id=Assp2
Supersports 3,https://smart.pendy.dpdns.org/Smart.php?id=Assp3
Supersports 4,https://smart.pendy.dpdns.org/Smart.php?id=Assp4
WWE,https://smart.pendy.dpdns.org/Smart.php?id=Wwe
Fight Sports,https://smart.pendy.dpdns.org/Smart.php?id=Fs
NBA TV,https://smart.pendy.dpdns.org/Smart.php?id=Nba
Astro Cricket,https://smart.pendy.dpdns.org/Smart.php?id=Acricket
Astro Golf,https://smart.pendy.dpdns.org/Smart.php?id=Agolf
Tnt Sports 1,https://smart.pendy.dpdns.org/Smart.php?id=6fac0aaead
TNT Sports 2,https://smart.pendy.dpdns.org/Smart.php?id=d9a76a79cc
TNT Sports 3,https://smart.pendy.dpdns.org/Smart.php?id=5fea4d73db
TNT Sports 4,https://smart.pendy.dpdns.org/Smart.php?id=tntsport4
Sony Ten 1,https://smart.pendy.dpdns.org/Smart.php?id=ten1_raj
Sony Ten 2,https://smart.pendy.dpdns.org/Smart.php?id=ten2_raj
Sony Ten 3,https://smart.pendy.dpdns.org/Smart.php?id=ten3_raj
SPOTV 1 HD,https://smart.pendy.dpdns.org/Smart.php?id=go_spotv
SPO TV 2,https://smart.pendy.dpdns.org/Smart.php?id=go_spotv2
Skysports F1,https://smart.pendy.dpdns.org/Smart.php?id=tiankongf1
Skysports Cricket,https://smart.pendy.dpdns.org/Smart.php?id=tiankongcricket
Skysports EPL,https://smart.pendy.dpdns.org/Smart.php?id=tiankongepl
Skysports Main Event,https://smart.pendy.dpdns.org/Smart.php?id=tiankongmain
Skysports News,https://smart.pendy.dpdns.org/Smart.php?id=tiankongnews
Skysports Mix,https://smart.pendy.dpdns.org/Smart.php?id=tiankongmix
爱尔达体育2台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport2_twn
爱尔达体育3台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport3_twn
Rugby Pass TV,https://smart.pendy.dpdns.org/Smart.php?id=Rugbypasstv
RTM Sports HD,https://smart.pendy.dpdns.org/Smart.php?id=Rtmsport
Arena,https://smart.pendy.dpdns.org/Smart.php?id=Arena
Arena 2,https://smart.pendy.dpdns.org/Smart.php?id=Arena2
BolaArena 1,https://smart.pendy.dpdns.org/Smart.php?id=Bolaarena1
BolaArena 2,https://smart.pendy.dpdns.org/Smart.php?id=Bolaarena2
Astro Beinsports 1,https://smart.pendy.dpdns.org/Smart.php?id=Astrobein1
Astro Beinsports 2,https://smart.pendy.dpdns.org/Smart.php?id=Astrobein2
Astro Beinsports 3,https://smart.pendy.dpdns.org/Smart.php?id=Astrobein3
台湾频道,#genre#
TVBS News 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=tvbs_n
TVBS 欢乐台 （备份）,https://smart.pendy.dpdns.org/Smart.php?id=tvbshuanle_twn
TVBS HD,https://smart.pendy.dpdns.org/Smart.php?id=tvbs
中天新闻 HD,https://smart.pendy.dpdns.org/Smart.php?id=ctinews
中天娱乐 CTI Entertaiment,https://smart.pendy.dpdns.org/Smart.php?id=ctient
中天综合 CTI Metro,https://smart.pendy.dpdns.org/Smart.php?id=ctizhonghe
中天亚洲台,https://smart.pendy.dpdns.org/Smart.php?id=ctiasia_twn
台视 TTV HD,https://smart.pendy.dpdns.org/Smart.php?id=ttv_taiwan
台视新闻台,https://smart.pendy.dpdns.org/Smart.php?id=ttvnews_twn
台视综合台,https://smart.pendy.dpdns.org/Smart.php?id=ttvzhonghe
中视 HD,https://smart.pendy.dpdns.org/Smart.php?id=zhongshihd_twn
中视新闻台,https://smart.pendy.dpdns.org/Smart.php?id=zhongshinews_twn
民视 HD,https://smart.pendy.dpdns.org/Smart.php?id=ftvhd_taiwan
民视新闻台 FTV News,https://smart.pendy.dpdns.org/Smart.php?id=ftvnew_taiwan
民视台湾台,https://smart.pendy.dpdns.org/Smart.php?id=ftvtaiwan_twn
华视 CTS HD,https://smart.pendy.dpdns.org/Smart.php?id=ctshd_twn
公视 CTV,https://smart.pendy.dpdns.org/Smart.php?id=ctv18_twn
八大第一 GTV First,https://smart.pendy.dpdns.org/Smart.php?id=badafirst
八大综合 GTV Metro,https://smart.pendy.dpdns.org/Smart.php?id=badazhonghe
八大戏剧 GTV Drama,https://smart.pendy.dpdns.org/Smart.php?id=badadrama
八大娱乐 GTV Entertainment,https://smart.pendy.dpdns.org/Smart.php?id=badaentertain
HBO_HD,https://smart.pendy.dpdns.org/Smart.php?id=hbohd_twn
HBO_HITS,https://smart.pendy.dpdns.org/Smart.php?id=hbohit_twn
Hollywood Movies,https://smart.pendy.dpdns.org/Smart.php?id=hollywoodmovies_twn
三立台湾 Sanli Taiwan,https://smart.pendy.dpdns.org/Smart.php?id=sanlitaiwan
三立戏剧台,https://smart.pendy.dpdns.org/Smart.php?id=sanlixiju_twn
三立综合 Sanli Metro,https://smart.pendy.dpdns.org/Smart.php?id=sanlizhonghe
三立都会台,https://smart.pendy.dpdns.org/Smart.php?id=sanlidouhui
东森新闻 ETTV News,https://smart.pendy.dpdns.org/Smart.php?id=ettvnews
CINEMAX,https://smart.pendy.dpdns.org/Smart.php?id=cinemax_twn
东森综合 ETTV Metro,https://smart.pendy.dpdns.org/Smart.php?id=ettvzhonghe
东森戏剧 ETTV Drama,https://smart.pendy.dpdns.org/Smart.php?id=ettvdrama
东森超视,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper
东森财经新闻 ETTV Business,https://smart.pendy.dpdns.org/Smart.php?id=ettvcaijing_twn
寰宇财经,https://smart.pendy.dpdns.org/Smart.php?id=huanyutaiwan_twn
寰宇新闻台,https://smart.pendy.dpdns.org/Smart.php?id=huanyuxinwen_twn
公视2,https://smart.pendy.dpdns.org/Smart.php?id=ctv2_twn
大爱1台,https://smart.pendy.dpdns.org/Smart.php?id=daai_twn
非凡新闻台,https://smart.pendy.dpdns.org/Smart.php?id=feifannews_twn
龙华戏剧 Lunghua Drama,https://smart.pendy.dpdns.org/Smart.php?id=lunghuaxiju_twn
龙华经典台,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
龙华偶像,https://smart.pendy.dpdns.org/Smart.php?id=lunghuaidol_twn
AXN Taiwan,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
靖天国际台,https://smart.pendy.dpdns.org/Smart.php?id=jingtianintl_twn
年代新闻,https://smart.pendy.dpdns.org/Smart.php?id=niandainews_twn
纬来日本台,https://smart.pendy.dpdns.org/Smart.php?id=videolandjapan
纬来电影台,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
纬来体育台,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport
纬来综合台,https://smart.pendy.dpdns.org/Smart.php?id=videolandzonghe
纬来育乐,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule
纬来精彩,https://smart.pendy.dpdns.org/Smart.php?id=videolandspecial_twn
好消息 2,https://smart.pendy.dpdns.org/Smart.php?id=good2_twn
大爱2台,https://smart.pendy.dpdns.org/Smart.php?id=daai2_twn
亚洲美食,https://smart.pendy.dpdns.org/Smart.php?id=afc_twn
美食星球,https://smart.pendy.dpdns.org/Smart.php?id=foodplanet_twn
亚洲旅游 TLC Asia,https://smart.pendy.dpdns.org/Smart.php?id=tlc_twn
东森电影 ETTV Movie,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie
阿里郎 Arirang,https://smart.pendy.dpdns.org/Smart.php?id=arirang_twn
博斯运动 1,https://smart.pendy.dpdns.org/Smart.php?id=bosisport1_twn
博斯运动 2,https://smart.pendy.dpdns.org/Smart.php?id=bosisport2_twn
博斯高球2 HD,https://smart.pendy.dpdns.org/Smart.php?id=bosigolf2_twn
博斯网球 HD,https://smart.pendy.dpdns.org/Smart.php?id=bositennis_twn
东森洋片 ETTV Western,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
龙华洋片 Lunghua Western,https://smart.pendy.dpdns.org/Smart.php?id=lunghuawestern_twn
博斯无限,https://smart.pendy.dpdns.org/Smart.php?id=bosiunlimited_twn
MTV Live,https://smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
龙详时代,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
EYETV 旅游,https://smart.pendy.dpdns.org/Smart.php?id=eyetvtravel_twn
靖天卡通台,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
EYETV 戏剧,https://smart.pendy.dpdns.org/Smart.php?id=eyetvxiju_twn
卫视中文台 Star Movies Chinese,https://smart.pendy.dpdns.org/Smart.php?id=weishichinese_twn
东森幼幼 Yoyo TV,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
卫视电影台,https://smart.pendy.dpdns.org/Smart.php?id=weishimovie_twn
美亚电影,https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn
爱尔达影剧台,https://smart.pendy.dpdns.org/Smart.php?id=eltayingju_twn
爱尔达综合台,https://smart.pendy.dpdns.org/Smart.php?id=eltazonghe_twn
星卫电影,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
AFC 亚洲旅游台,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
电影频道,#genre#
Cinemax,https://smart.pendy.dpdns.org/Smart.php?id=Cinemax
Animax,https://smart.pendy.dpdns.org/Smart.php?id=Animax
Movies Now HD,https://smart.pendy.dpdns.org/Smart.php?id=moviesnow_raj
Star Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=starmovies_raj
HBO Family,https://smart.pendy.dpdns.org/Smart.php?id=Hbofamily
Hits,https://smart.pendy.dpdns.org/Smart.php?id=Hits
Warner TV,https://smart.pendy.dpdns.org/Smart.php?id=WarnerTV
HBO HD,https://smart.pendy.dpdns.org/Smart.php?id=Hbo
HBO Signature,https://smart.pendy.dpdns.org/Smart.php?id=Hbosignature
HBO Hits,https://smart.pendy.dpdns.org/Smart.php?id=Hbohitshd
SCM,https://smart.pendy.dpdns.org/Smart.php?id=Weishimovie
Dreamworks,https://smart.pendy.dpdns.org/Smart.php?id=Dreamworks
Thrill,https://smart.pendy.dpdns.org/Smart.php?id=Thrill
Hits Movie,https://smart.pendy.dpdns.org/Smart.php?id=Hitsmovie
One,https://smart.pendy.dpdns.org/Smart.php?id=One
tvN Movie,https://smart.pendy.dpdns.org/Smart.php?id=Tvnmovie
Celestial Classic,https://smart.pendy.dpdns.org/Smart.php?id=Celestial2
Celestial Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=Celestialindo
Axn HD,https://smart.pendy.dpdns.org/Smart.php?id=Axn
Paramount Network,https://smart.pendy.dpdns.org/Smart.php?id=Paramountnetwork
Astrol Kplus,https://smart.pendy.dpdns.org/Smart.php?id=Kplus
Rock Actions,https://smart.pendy.dpdns.org/Smart.php?id=Rockaction
Rock Entertainment,https://smart.pendy.dpdns.org/Smart.php?id=Rockentertain
记录频道,#genre#
Natgeo_HD,https://smart.pendy.dpdns.org/Smart.php?id=natgeohd_twn
NatGeo_Wild HD,https://smart.pendy.dpdns.org/Smart.php?id=natgeowild_twn
Animal_Planet,https://smart.pendy.dpdns.org/Smart.php?id=animalplanet_twn
Discovery Asia,https://smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
CI,https://smart.pendy.dpdns.org/Smart.php?id=ci_twn
Discovery HD,https://smart.pendy.dpdns.org/Smart.php?id=discoveryhd_twn
NatGeo HD,https://smart.pendy.dpdns.org/Smart.php?id=Natgeo
Fashion TV,https://smart.pendy.dpdns.org/Smart.php?id=fashiontv_twn
History,https://smart.pendy.dpdns.org/Smart.php?id=History
BBC Earth HD,https://smart.pendy.dpdns.org/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,https://smart.pendy.dpdns.org/Smart.php?id=bbclifestyle_twn
NatGeo Wild HD,https://smart.pendy.dpdns.org/Smart.php?id=Natgeowild
Animal Planet (Eng),https://smart.pendy.dpdns.org/Smart.php?id=AnimalPlanet
TLC,https://smart.pendy.dpdns.org/Smart.php?id=Tlc
Foodnetwork Hd,https://smart.pendy.dpdns.org/Smart.php?id=Foodnetwork
HGTV,https://smart.pendy.dpdns.org/Smart.php?id=HGTV
新闻频道,#genre#
Skynews,https://smart.pendy.dpdns.org/Smart.php?id=skynews_twn
ABC News,https://smart.pendy.dpdns.org/Smart.php?id=abcnews_glo
CBS HD,https://smart.pendy.dpdns.org/Smart.php?id=cbshd_glo
CBSN HD,https://smart.pendy.dpdns.org/Smart.php?id=cbsn_glo
France 24,https://smart.pendy.dpdns.org/Smart.php?id=france24_twn
DW (Deutsch),https://smart.pendy.dpdns.org/Smart.php?id=dw_twn
NHK World,https://smart.pendy.dpdns.org/Smart.php?id=nhkworld_japan
Fox News,https://smart.pendy.dpdns.org/Smart.php?id=foxnews_twn
CNN International,https://smart.pendy.dpdns.org/Smart.php?id=Cnn
CNN backup,https://smart.pendy.dpdns.org/Smart.php?id=cnn_twn
CNBC,https://smart.pendy.dpdns.org/Smart.php?id=cnbc_twn
CNA,https://smart.pendy.dpdns.org/Smart.php?id=cna
BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=bbcnews_twn
BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=Bbcnews
Bloomberg News,https://smart.pendy.dpdns.org/Smart.php?id=bloomberg_twn
Al-Jazeera,https://smart.pendy.dpdns.org/Smart.php?id=aljazeera_twn
儿童频道,#genre#
Baby TV Eng,https://smart.pendy.dpdns.org/Smart.php?id=Babytv
CBeebies,https://smart.pendy.dpdns.org/Smart.php?id=Cbeebies
Kids TV,https://smart.pendy.dpdns.org/Smart.php?id=KidsTV
Momo TV,https://smart.pendy.dpdns.org/Smart.php?id=momo1_twn
Baby TV,https://smart.pendy.dpdns.org/Smart.php?id=babytv_twn
MiaoMi,https://smart.pendy.dpdns.org/Smart.php?id=MiaoMi
Cartoon Network,https://smart.pendy.dpdns.org/Smart.php?id=Cn
Nickelodeon,https://smart.pendy.dpdns.org/Smart.php?id=Nickelodeon
Nick Jr,https://smart.pendy.dpdns.org/Smart.php?id=Nickjr
新加坡频道,#genre#
Channel 5,https://smart.pendy.dpdns.org/Smart.php?id=Channel5HD
Channel 8,https://smart.pendy.dpdns.org/Smart.php?id=Channel8HD
Suria,https://smart.pendy.dpdns.org/Smart.php?id=Suria
Channel U,https://smart.pendy.dpdns.org/Smart.php?id=ChannelU
Vasantham,https://smart.pendy.dpdns.org/Smart.php?id=Vasantham
CNA backup,https://smart.pendy.dpdns.org/Smart.php?id=cna_twn
MeWatch Ch 5,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_ch5
MeWatch Ch 8,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_ch8
MeWatch Ch U,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_chU
MeWatch Suria,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_Suria
MeWatch Vasantham,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_Vasantham
MeWatch CNA,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_cna
马来西亚频道,#genre#
TV1,https://smart.pendy.dpdns.org/Smart.php?id=TV1
TV1 backup,https://smart.pendy.dpdns.org/Smart.php?id=TV1_backup
TV2,https://smart.pendy.dpdns.org/Smart.php?id=TV2
TV3,https://smart.pendy.dpdns.org/Smart.php?id=TV3
TV3 SD,https://smart.pendy.dpdns.org/Smart.php?id=TV3_mega
NTV7,https://smart.pendy.dpdns.org/Smart.php?id=NTV7
TV8,https://smart.pendy.dpdns.org/Smart.php?id=TV8
TV9,https://smart.pendy.dpdns.org/Smart.php?id=TV9
Ria,https://smart.pendy.dpdns.org/Smart.php?id=Ria-0
Ria-3,https://smart.pendy.dpdns.org/Smart.php?id=Ria_backup
Al-Hijrah,https://smart.pendy.dpdns.org/Smart.php?id=Alhijrah
Al-Hijrah backup,https://smart.pendy.dpdns.org/Smart.php?id=Alhijrah_backup
Awani,https://smart.pendy.dpdns.org/Smart.php?id=Awani
Bernama,https://smart.pendy.dpdns.org/Smart.php?id=Bernama
Prima,https://smart.pendy.dpdns.org/Smart.php?id=Prima-0
Prima backup,https://smart.pendy.dpdns.org/Smart.php?id=AAprima1
Prima backup 2,https://smart.pendy.dpdns.org/Smart.php?id=AAprima
Ceria,https://smart.pendy.dpdns.org/Smart.php?id=Ceria
Astro MTV,https://smart.pendy.dpdns.org/Smart.php?id=AstroMTV
Mecca Live HD,https://smart.pendy.dpdns.org/Smart.php?id=quran_mido
Madinah HD,https://smart.pendy.dpdns.org/Smart.php?id=sunnah_mido
Oasis,https://smart.pendy.dpdns.org/Smart.php?id=Oasis
Siar,https://smart.pendy.dpdns.org/Smart.php?id=Siar
Citra,https://smart.pendy.dpdns.org/Smart.php?id=AAcitra
Citra backup,https://smart.pendy.dpdns.org/Smart.php?id=AAcitra1
Sensasi,https://smart.pendy.dpdns.org/Smart.php?id=Sensasi
Aura,https://smart.pendy.dpdns.org/Smart.php?id=Aura
Rania,https://smart.pendy.dpdns.org/Smart.php?id=Rania
KBS World,https://smart.pendy.dpdns.org/Smart.php?id=KBS
Boo,https://smart.pendy.dpdns.org/Smart.php?id=Boo
Awesome TV,https://smart.pendy.dpdns.org/Smart.php?id=Dsangat
Astro Sonypix,https://smart.pendy.dpdns.org/Smart.php?id=Asonypix
Sony HD,https://smart.pendy.dpdns.org/Smart.php?id=SetOne
TvN,https://smart.pendy.dpdns.org/Smart.php?id=TVN
AEC,https://smart.pendy.dpdns.org/Smart.php?id=AEC
华丽台 HD （Wah Lai Toi）,https://smart.pendy.dpdns.org/Smart.php?id=Wlt
欢喜台 HD （Hua Hee Tai）,https://smart.pendy.dpdns.org/Smart.php?id=Huahee
Astro QJ,https://smart.pendy.dpdns.org/Smart.php?id=Quanjia
TVB Jade,https://smart.pendy.dpdns.org/Smart.php?id=Tvbjade
TVB Asia,https://smart.pendy.dpdns.org/Smart.php?id=Tvbasia
TVB Entertainment,https://smart.pendy.dpdns.org/Smart.php?id=Tvbentertainment
TVB Classic,https://smart.pendy.dpdns.org/Smart.php?id=Tvbclassic
AOD,https://smart.pendy.dpdns.org/Smart.php?id=Aodhd
TVB 星河台 Xing He,https://smart.pendy.dpdns.org/Smart.php?id=Xinhe
爱奇艺 iQiyi,https://smart.pendy.dpdns.org/Smart.php?id=Qiyi
Goshop,https://smart.pendy.dpdns.org/Smart.php?id=Goshop
Celestial Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=Celestial
Astro LOL,https://smart.pendy.dpdns.org/Smart.php?id=Astro_lol
Astro Rusi,https://smart.pendy.dpdns.org/Smart.php?id=Rusi
WION,https://smart.pendy.dpdns.org/Smart.php?id=Wion
RTM Asean,https://smart.pendy.dpdns.org/Smart.php?id=Rtmasean
印尼频道,#genre#
TVRI National,https://smart.pendy.dpdns.org/Smart.php?id=TVRI
RCTI,https://smart.pendy.dpdns.org/Smart.php?id=Rcti
Kompass TV,https://smart.pendy.dpdns.org/Smart.php?id=Kompass
Berita Satu,https://smart.pendy.dpdns.org/Smart.php?id=BeritaSatu_eko
Indosiar HD,https://smart.pendy.dpdns.org/Smart.php?id=Indosiar
AnTV,https://smart.pendy.dpdns.org/Smart.php?id=Antv
MNC TV,https://smart.pendy.dpdns.org/Smart.php?id=Mnctv
Trans 7,https://smart.pendy.dpdns.org/Smart.php?id=Trans7_eko
Transtv,https://smart.pendy.dpdns.org/Smart.php?id=Transtv
JTV,https://smart.pendy.dpdns.org/Smart.php?id=JTV_eko
Metro TV,https://smart.pendy.dpdns.org/Smart.php?id=metrotv_eko
SCTV,https://smart.pendy.dpdns.org/Smart.php?id=SCTV
Tvone,https://smart.pendy.dpdns.org/Smart.php?id=Tvone
TVMU,https://smart.pendy.dpdns.org/Smart.php?id=TVMU_eko
GTV,https://smart.pendy.dpdns.org/Smart.php?id=Gtv
RTV,https://smart.pendy.dpdns.org/Smart.php?id=Rtv
Jak TV,https://smart.pendy.dpdns.org/Smart.php?id=JakTV
iNews TV,https://smart.pendy.dpdns.org/Smart.php?id=Inewstv
Daai TV,https://smart.pendy.dpdns.org/Smart.php?id=DaaiTV
Net TV,https://smart.pendy.dpdns.org/Smart.php?id=NetTV
EWTN,https://smart.pendy.dpdns.org/Smart.php?id=Ewtn
AlQuran AlKareem,https://smart.pendy.dpdns.org/Smart.php?id=AlQuran
Tawaf TV,https://smart.pendy.dpdns.org/Smart.php?id=TawafTV
Vision Prime,https://smart.pendy.dpdns.org/Smart.php?id=VisionPrime
Muslim TV,https://smart.pendy.dpdns.org/Smart.php?id=MuslimTV
Music TV,https://smart.pendy.dpdns.org/Smart.php?id=MusicTV
Lifestyle&Fashion,https://smart.pendy.dpdns.org/Smart.php?id=Lifestyle
Entertain,https://smart.pendy.dpdns.org/Smart.php?id=Entertain
印度频道,#genre#
Sun TV HD,https://smart.pendy.dpdns.org/Smart.php?id=Suntv
Star Vijay,https://smart.pendy.dpdns.org/Smart.php?id=Starvijay
Colors Tamil,https://smart.pendy.dpdns.org/Smart.php?id=Colorstam
Sun Music,https://smart.pendy.dpdns.org/Smart.php?id=Sunmusic
Astro Sunlife,https://smart.pendy.dpdns.org/Smart.php?id=Sunlife
Astro Vaanavil,https://smart.pendy.dpdns.org/Smart.php?id=Vaanavil
Zee Tamil,https://smart.pendy.dpdns.org/Smart.php?id=Zeetamil
Zee Business,https://smart.pendy.dpdns.org/Smart.php?id=Zeebusiness
News 18 Tamil,https://smart.pendy.dpdns.org/Smart.php?id=news18tamil_raj
Adithya,https://smart.pendy.dpdns.org/Smart.php?id=Adithya
Makkal TV,https://smart.pendy.dpdns.org/Smart.php?id=Makkaltv
Zee Action,https://smart.pendy.dpdns.org/Smart.php?id=Zeeaction
Astro KTV,https://smart.pendy.dpdns.org/Smart.php?id=Astroktv
Zee TV HD,https://smart.pendy.dpdns.org/Smart.php?id=Zeetvhd
Zee Cinema HD,https://smart.pendy.dpdns.org/Smart.php?id=Zeecinemahd
Color HD,https://smart.pendy.dpdns.org/Smart.php?id=Colorhd
Starplus HD,https://smart.pendy.dpdns.org/Smart.php?id=Starplushd
Picture HD,https://smart.pendy.dpdns.org/Smart.php?id=Npicture
Zee News,https://smart.pendy.dpdns.org/Smart.php?id=Zeenews
Asianet,https://smart.pendy.dpdns.org/Smart.php?id=asianet_raj
Asianet News,https://smart.pendy.dpdns.org/Smart.php?id=asianetnews_raj
Discovery World Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoveryworldtam_raj
History Tamil,https://smart.pendy.dpdns.org/Smart.php?id=historytam_raj
NatGeo Tamil,https://smart.pendy.dpdns.org/Smart.php?id=natgeotamil_raj
Natgeo Wild Tamil,https://smart.pendy.dpdns.org/Smart.php?id=natgeowildtamil_raj
Discovery Kids Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoverykidtamil_raj
Discovery Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoverytamil_raj
Sony Yay Tamil,https://smart.pendy.dpdns.org/Smart.php?id=sonyyaytam_raj
Sun TV India,https://smart.pendy.dpdns.org/Smart.php?id=suntv_raj
Starmaa HD,https://smart.pendy.dpdns.org/Smart.php?id=starmaa_raj
Starmaa Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=starmaamovies_raj
Bollyone,https://smart.pendy.dpdns.org/Smart.php?id=Bollyone
Vijay Super,https://smart.pendy.dpdns.org/Smart.php?id=vijaysuper_raj
Vellithirai,https://smart.pendy.dpdns.org/Smart.php?id=Vellithirai
泰国频道,#genre#
Channel 3 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch3_pat
Channel 5 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch5_pat
Channel 7 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch7_pat
MCOT HD Thailand-1,https://smart.pendy.dpdns.org/Smart.php?id=mcot_pat
PPTV Thailand1,https://smart.pendy.dpdns.org/Smart.php?id=pptv_pat
Thai Thai,https://smart.pendy.dpdns.org/Smart.php?id=thaithai_pat
Amarin,https://smart.pendy.dpdns.org/Smart.php?id=amarin_pat
Ch 8,https://smart.pendy.dpdns.org/Smart.php?id=ch8_pat
