


央视卫视,#genre#
小崔说事儿,https://vdse.bdstatic.com//0881642336164cb448c0d8addd2d22a6.mp4?authorization=bce-auth-v1/40f207e648424f47b2e3dfbb1014b1a5/2022-05-28T07:29:10Z/-1/host/4c290e67925bf7954af616c290b337b52a840355f1184f78619d696a5da5c0bb
中奖了,https://vd3.bdstatic.com/mda-kmkh9zy2b3gnx4bq/mda-kmkh9zy2b3gnx4bq.mp4?pd=19&vt=1
卖拐,https://vd3.bdstatic.com/mda-mdgia7vnkscvxh6d/v1-hknm/hd/mda-mdgia7vnkscvxh6d.mp4?pd=19&vt=1
卖车,https://vd3.bdstatic.com/mda-kg33nbdczsa9ktat/mda-kg33nbdczsa9ktat.mp4?playlist=%5B%22hd%22%5D&pd=19&vt=1
功夫,https://vd3.bdstatic.com/mda-mjn3rmcivntas8ez/hd/cae_h264_nowatermark/1635016788091110865/mda-mjn3rmcivntas8ez.mp4?pd=19&vt=1
相亲1,https://vd3.bdstatic.com/mda-ki5quadqsdi1tk9e/mda-ki5quadqsdi1tk9e.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3024484252&vid=10808391094376007907&auth_key=1655295624-0-0-6fb10727b6c3c195f08ff9bebe036cd0&bcevod_channel=searchbox_feed
相亲2,https://vd3.bdstatic.com/mda-kipkytij74rnn9k3/hd/mda-kipkytij74rnn9k3.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
钟点工,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c8e2e53c77ua6v88gk9g&ratio=720p&line=0
火炬手,https://vd3.bdstatic.com/mda-jar0302925j1nwep/hd/mda-jar0302925j1nwep.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
我想有个家,https://vd3.bdstatic.com/mda-mkskgzkzsgvgcntm/540p/h264_cae/1638023743815756700/mda-mkskgzkzsgvgcntm.mp4?pd=19&vt=1
狭路相逢,https://vd3.bdstatic.com/mda-kd0mku18u3rui7gz/v1-cae/hd/mda-kd0mku18u3rui7gz.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
超级大明星,https://vd3.bdstatic.com/mda-ji3f9bxs1cxwmui7/hd/mda-ji3f9bxs1cxwmui7.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
阳仔演笑会,https://vdse.bdstatic.com//cf06ee490cf69657ab9f333e067b348e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T10%3A30%3A16Z%2F-1%2Fhost%2Fe3b07458bdfa3f2b9dd841f97ab3b32a73e1f5c3c55fec0e851f21054900b4a3
阳仔演笑会2,https://vdse.bdstatic.com//b837548733e6bd32629f9134457ad811.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-14T12%3A24%3A48Z%2F-1%2Fhost%2F21b407cd58e7d2f39864128a9160659f1f4845e2cf4c01c6e2a3f30be1dbc557
同桌的你,https://vd3.bdstatic.com/mda-kkfwqyn6sc4r5579/mda-kkfwqyn6sc4r5579.mp4?pd=19&vt=1
晶晶小品,http://43.138.170.29:35455/huya/11352938
笑傲,http://43.138.170.29:35455/huya/11352908
开心小品,http://tc-tct.douyucdn2.cn/dyliveflv3/10153463r0oBSmAG.flv?wsAuth=327f9acf257abce343423d9ca46ef9ae&token=cpn-androidmpro-0-10153463-ee6c60cb51b36154827caa4c2303ce140c03be821c37ac32&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
贾玲,http://43.138.170.29:35455/douyu/10419541
许君聪,http://43.138.170.29:35455/douyu/10419558
吉林娱乐,http://43.138.170.29:35455/douyu/9273031
欢乐小贩,http://43.138.170.29:35455/douyu/9403690
爱笑会议室,http://43.138.170.29:35455/douyu/9375430
辽宁春晚,http://43.138.170.29:35455/douyu/9403738
组团上春晚,http://43.138.170.29:35455/douyu/9406416
本山快乐营,http://43.138.170.29:35455/douyu/9374865
欢乐相伴,http://43.138.170.29:35455/douyu/9403781
娱乐,http://43.138.170.29:35455/douyu/9403712
小宝,http://43.138.170.29:35455/douyu/9817729
家庭欢乐秀,http://43.138.170.29:35455/huya/11352937
开心麻花,http://43.138.170.29:35455/douyu/10153463
小陈,http://43.138.170.29:35455/douyu/1486165
小品1,http://43.138.170.29:35455/huya/11352961
小品2,http://epg.112114.xyz/douyu/9067836
小品3,http://43.138.170.29:35455/huya/11352947
小品4,http://tc-tct.douyucdn2.cn/dyliveflv3/10153463r0oBSmAG.flv?wsAuth=327f9acf257abce343423d9ca46ef9ae&token=cpn-androidmpro-0-10153463-ee6c60cb51b36154827caa4c2303ce140c03be821c37ac32&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
赵本山,http://epg.112114.xyz/douyu/9817716
yy小品,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1354931503
yy小品2,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1382741642
yy小品3,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1354936198
经典小品,http://59.47.74.33:35455/douyu/9067836
经典小品,http://epg.112114.xyz/douyu/9067836
吃面,https://vd3.bdstatic.com/mda-kihjn2cq7103ivig/v1-cae/hd/mda-kihjn2cq7103ivig.mp4
非诚来扰,https://vd3.bdstatic.com/mda-jk4sx2ggq7u355d6/hd/mda-jk4sx2ggq7u355d6.mp4
幸福密码,https://vd3.bdstatic.com/mda-kj9ispnax8gpirkf/hd/mda-kj9ispnax8gpirkf.mp4
狭路相逢,https://vd3.bdstatic.com/mda-kanfj7h320ueqgkg/v1-cae/hd/mda-kanfj7h320ueqgkg.mp4
最佳酒友,https://vd3.bdstatic.com/mda-jheqyidz841gwxpy/hd/mda-jheqyidz841gwxpy.mp4
整容归来,https://vd3.bdstatic.com/mda-ji1xe9cmasuh0722/hd/mda-ji1xe9cmasuh0722.mp4
老王卖瓜,https://vd3.bdstatic.com/mda-jkrk9bk95f9utr9r/hd/mda-jkrk9bk95f9utr9r.mp4

电影,#genre#
凤凰中文,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_fhzw.flv
凤凰资讯,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_fhzx.flv
凤凰香港,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_fhxg.flv
翡翠台,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_jade.flv
无线新闻,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_wxxw.flv
无线娱乐,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ylxw.flv
重温经典,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_cwjd.flv
TVB plus,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_j2.flv
HOY77,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_hoy77.flv
HOY78,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_hoy78.flv
ViuTV,https://hkfa.2025link.site/43rd_HK_Film_Awards/viutv_99
天映频道,https://hkfa.2025link.site/43rd_HK_Film_Awards/astro_celestial_movies
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空电影,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
莲花卫视,http://8.138.7.223/tv/lotustv.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
星空音乐,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
重温经典,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_cwjd.flv
星光综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/zxcvbnm9852.flv
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
Now爆谷,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaoge1116163133.flv 
Now星影,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogef31fdg31g1gdg.flv
有线18,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogemytv0318.flv
广电翡翠,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaoge15131132145.flv
Hoy77,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogehoy77511.flv
Hoy78,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xaigjiaogehoy7801.flv
RTHK31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream2/streamPlaylist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
 纬来电影,http://61.216.11.93:49981/stream/channelid/1914405885.m3u8
好莱坞电影,http://61.216.11.93:49981/stream/channelid/286389561.m3u8
CINeMax,http://61.216.11.93:49981/stream/channelid/207378916.m3u8
CINeMax,http://61.216.11.93:49981/stream/channelid/1222093986.m3u8
Tvbs欢乐,http://61.216.11.93:49981/stream/channelid/1607444205.m3u8
东森超视,http://61.216.11.93:49981/stream/channelid/1026178460.m3u8
民视闽南,http://61.216.11.93:49981/stream/channelid/1736257299.m3u8
八大第一,http://61.216.11.93:49981/stream/channelid/2021000694.m3u8
八大综合,http://61.216.11.93:49981/stream/channelid/1339557876.m3u8
年代综合,http://61.216.11.93:49981/stream/channelid/644357774.m3u8
纬来综合,http://61.216.11.93:49981/stream/channelid/106481234.m3u8
TLC'综合,http://61.216.11.93:49981/stream/channelid/458490002.m3u8
Nick少儿,http://61.216.11.93:49981/stream/channelid/580636100.m3u8
NHk日本,http://61.216.11.93:49981/stream/channelid/797583403.m3u8
cNN新闻,http://61.216.11.93:49981/stream/channelid/881277234.m3u8
信吉电视,http://61.216.11.93:49981/stream/channelid/166215564.m3u8
重温经典,http://183.215.134.239:19901/tsfile/live/1002_1.m3u8$长沙移动
潇湘电影,http://183.215.134.239:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
剧场,#genre#
家庭剧场,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_877_720P_t10/c54_fast_877_720P_t10.m3u8?d

都市生活,http://bscloudcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_878_720P_t10/c56_fast_878_720P_t10.m3u8?d
传奇剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_1052_720P_t10/c54_fast_1052_720P_t10.m3u8?d
警匪悬疑,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c58_fast_880_720P_t10/c58_fast_880_720P_t10.m3u8?d
古装剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_879_720P_t10/c55_fast_879_720P_t10.m3u8?d
抗战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_884_720P_t10/c54_fast_884_720P_t10.m3u8?d
谍战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_882_720P_t10/c57_fast_882_720P_t10.m3u8?d
欢乐剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_951_720P_t10/c56_fast_951_720P_t10.m3u8?d
经典老剧,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_1051_720P_t10/c55_fast_1051_720P_t10.m3u8?d
乡村剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1050_720P_t10/c59_fast_1050_720P_t10.m3u8?d
电影大片,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8?d
爆笑综艺,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_954_720P_t10/c57_fast_954_720P_t10.m3u8?d
智勇闯关,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1027_720P_t10/c60_fast_1027_720P_t10.m3u8?d
相声小品,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1044_720P_t10/c59_fast_1044_720P_t10.m3u8?d
中国通史,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1029_720P_t10/c60_fast_1029_720P_t10.m3u8?d
世界历史,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1026_720P_t10/c60_fast_1026_720P_t10.m3u8?d
传奇故事,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1037_720P_t10/c60_fast_1037_720P_t10.m3u8?d
经典传奇,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1036_720P_t10/c60_fast_1036_720P_t10.m3u8?d
纪实档案,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1034_720P_t10/c60_fast_1034_720P_t10.m3u8?d
第三调解室,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1033_720P_t10/c60_fast_1033_720P_t10.m3u8?d
金牌调解,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1039_720P_t10/c59_fast_1039_720P_t10.m3u8?d

喜剧,#genre#
跑趟夫妻,https://8.bf8bf.com/video/paotangfuqi/高清/index.m3u8
喜剧的阴谋,https://p.bvvvvvvv7f.com/video/xijudeyinmou/HD/index.m3u8
不可思议,https://c1.ddbbffcdn.com/video/bukesiyi/HD国语/index.m3u8
美男子,https://c1.ddbbffcdn.com/video/meinanzi/HD国语/index.m3u8
火锅侠,https://c1.ddbbffcdn.com/video/huoguoxia/HD国语/index.m3u8
表哥到,https://c1.ddbbffcdn.com/video/biaogedao/HD国语/index.m3u8
大笑江湖,https://p.bvvvvvvvvv1f.com/video/daxiaojianghu/HD国语/index.m3u8
九品芝麻官,https://c1.ddbbffcdn.com/video/jiupinzhimaguan/HD国语/index.m3u8
凶命惊魂,https://c1.ddbbffcdn.com/video/xiongmengjinghun/HD国语/index.m3u8
































































