台湾,#genre#
Sky Action,http://fv2la.netboxtv.top/live/e95cebf9/ce17f162/index.m3u8
Sky Comedy,http://fv2la.netboxtv.top/live/e95cebf9/63a2e408/index.m3u8
Sky Disney,http://fv2la.netboxtv.top/live/e95cebf9/48b41389/index.m3u8
Sky Family,http://fv2la.netboxtv.top/live/e95cebf9/62c6cea7/index.m3u8
Sky News,http://fv2la.netboxtv.top/live/e95cebf9/da7390fe/index.m3u8
Sky Premiere,http://fv2la.netboxtv.top/live/e95cebf9/e90469f2/index.m3u8
Sky ScFi Horror,http://fv2la.netboxtv.top/live/e95cebf9/9b15f3d1/index.m3u8
Sky Showcase,http://fv2la.netboxtv.top/live/e95cebf9/40611261/index.m3u8
Sky Sports Mix,http://fv2la.netboxtv.top/live/e95cebf9/71929d26/index.m3u8
爱尔达体育 HD,http://fv2la.netboxtv.top/live/fadh3ct5/xx8jfqc9/index.m3u8
爱尔达体育2台,http://fv2la.netboxtv.top/live/fadh3ct5/bxjgvrj3/index.m3u8
爱尔达体育3台,http://fv2la.netboxtv.top/live/fchcah3u/47ac82d6/index.m3u8
FOX SPORTS 1 HD,http://fv2la.netboxtv.top/live/e95cebf9/1a74fff3/index.m3u8
FOX SPORTS 2 HD,http://fv2la.netboxtv.top/live/e95cebf9/55de631b/index.m3u8
EURO SPORTS,http://fv2la.netboxtv.top/live/kwzq1rse/jjf48w4x/index.m3u8
博斯网球 HD,http://fv2la.netboxtv.top/live/kwzq1rse/xvtbpnqp/index.m3u8
博斯运动2,http://fv2la.netboxtv.top/live/kwzq1rse/rxxm18mx/index.m3u8
ELEVEN sports,http://fv2la.netboxtv.top/live/kwzq1rse/svs9236c/index.m3u8
ELEVEN sports2,http://fv2la.netboxtv.top/live/kwzq1rse/d41d8cd9/index.m3u8
CCTV-5 体育 HD,http://fv2la.netboxtv.top/live/kwzq1rse/8p5jrfhk/index.m3u8
CCTV-5+ 体育赛事 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/53125da5/index.m3u8
Bein_Sport_1,http://fv2la.netboxtv.top/live/e95cebf9/8027ea12/index.m3u8
Bein_Sport_2,http://fv2la.netboxtv.top/live/e95cebf9/58ef8b5d/index.m3u8
Bein_Sport_3,http://fv2la.netboxtv.top/live/e95cebf9/9d6073b9/index.m3u8
Bein_Sport_4,http://fv2la.netboxtv.top/live/e95cebf9/b1f2f413/index.m3u8
Bein_Sport_5,http://fv2la.netboxtv.top/live/e95cebf9/afd88bfa/index.m3u8
Bein_Sport_6,http://fv2la.netboxtv.top/live/e95cebf9/4f7caf00/index.m3u8
Bein_Sport_7,http://fv2la.netboxtv.top/live/e95cebf9/774149fe/index.m3u8
Bein_Sport_8,http://fv2la.netboxtv.top/live/e95cebf9/d672d26d/index.m3u8
纬来体育,http://fv2la.netboxtv.top/live/kwzq1rse/spvjqjn9/index.m3u8
纬来育乐,http://fv2la.netboxtv.top/live/kwzq1rse/vrn5bsmg/index.m3u8
博斯高球一台,http://fv2la.netboxtv.top/live/kwzq1rse/13k597n4/index.m3u8
博斯魅力,http://fv2la.netboxtv.top/live/kwzq1rse/sq7kwzwq/index.m3u8
GOLF,http://fv2la.netboxtv.top/live/e95cebf9/a08de6dc/index.m3u8
Sky Sports MainEvent,http://fv2la.netboxtv.top/live/e95cebf9/109fa63e/index.m3u8
Sky Sports Action,http://fv2la.netboxtv.top/live/e95cebf9/c037b208/index.m3u8

新闻,#genre#
凤凰资讯HD,http://fv2la.netboxtv.top/live/t6u5b1q4/871a556a/index.m3u8
TVB新闻,http://fv2la.netboxtv.top/live/kwzq1rse/g9wq1prh/index.m3u8
CCTV-2,http://fv2la.netboxtv.top/live/kwzq1rse/7br6tfc7/index.m3u8
东森财经新闻,https://www.youtube.com/watch?v=1I2iq41Akmo
中天新闻HD,https://www.youtube.com/watch?v=vr3XyVCR4T0
SKY NEWS HD,https://www.youtube.com/watch?v=oJUvTVdTMyY
NHK 1,http://fv2la.netboxtv.top/live/kwzq1rse/mn4r6rh7/index.m3u8
CNBC,http://fv2la.netboxtv.top/live/kwzq1rse/wnfjf1pn/index.m3u8
BBC_World_News,http://fv2la.netboxtv.top/live/t6u5b1q4/03int076/index.m3u8
JET,http://fv2la.netboxtv.top/live/kwzq1rse/07t8z33z/index.m3u8
凤凰卫视 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/b41asd11/index.m3u8
民视新闻,https://www.youtube.com/watch?v=ylYJSBUgaMA
年代新闻,http://fv2la.netboxtv.top/live/t6u5b1q4/67f088a8/index.m3u8
非凡新闻,http://fv2la.netboxtv.top/live/kwzq1rse/569f8eea/index.m3u8
东森新闻台,http://fv2la.netboxtv.top/live/fchcah3u/94zf0c2v/index.m3u8
寰宇新闻,https://www.youtube.com/watch?v=6IquAgfvYmc
TVBS-N HD,http://fv2la.netboxtv.top/live/t6u5b1q4/1b82cf55/index.m3u8
Bloomberg,https://www.youtube.com/watch?v=dp8PhLsUcFE
凤凰卫视香港台,http://fv2la.netboxtv.top/live/t6u5b1q4/vfhd84ad/index.m3u8
CCTV-新闻,http://fv2la.netboxtv.top/live/kwzq1rse/3zggm45n/index.m3u8
非凡商业,http://fv2la.netboxtv.top/live/kwzq1rse/1b1653b5/index.m3u8
中视新闻台,https://www.youtube.com/watch?v=TCnaIE_SAtM
三立新闻,https://www.youtube.com/watch?v=z4rcnQk6KAc
台视财经,http://fv2la.netboxtv.top/live/kwzq1rse/0q5fr8rh/index.m3u8
台视新闻台,https://www.youtube.com/watch?v=xL0ch83RAK8
Fox新闻,http://fv2la.netboxtv.top/live/e95cebf9/39497075/index.m3u8
CNN HD,http://fv2la.netboxtv.top/live/e95cebf9/3d33f845/index.m3u8
CNA HD,https://www.youtube.com/watch?v=XWq5kBlakcQ
France 24(English),https://www.youtube.com/watch?v=jKWsY1tt8qw
TV5,http://fv2la.netboxtv.top/live/kwzq1rse/9nk93b9c/index.m3u8
DW-TV,https://www.youtube.com/watch?v=4nSZPqJfC_I

电影,#genre#
HBO HD,http://fv2la.netboxtv.top/live/kwzq1rse/84wnpj8g/index.m3u8
HBO Hits,http://fv2la.netboxtv.top/live/kwzq1rse/invnbjaa/index.m3u8
HBO Signature HD,http://fv2la.netboxtv.top/live/kwzq1rse/8as1d3as/index.m3u8
AXN,http://fv2la.netboxtv.top/live/kwzq1rse/q1t3r233/index.m3u8
AXN(Malaysia),http://fv2la.netboxtv.top/live/dskmxzaa/611a7ceb/index.m3u8
CINEMAX,http://fv2la.netboxtv.top/live/kwzq1rse/w6stt0q8/index.m3u8
长城精品,http://fv2la.netboxtv.top/live/t6u5b1q4/f699c641/index.m3u8
龙华洋片,http://fv2la.netboxtv.top/live/a9a5de21/gs7wj4b5/index.m3u8
好莱坞电影台,http://fv2la.netboxtv.top/live/kwzq1rse/q0rskj6h/index.m3u8
靖天电影,http://fv2la.netboxtv.top/live/kwzq1rse/h25ntcr8/index.m3u8
星卫电影台 HD,http://fv2la.netboxtv.top/live/kwzq1rse/6s69fnjz/index.m3u8
美亚电影台 HD,http://fv2la.netboxtv.top/live/kwzq1rse/4vphhg1h/index.m3u8
CCTV-6 HD,http://fv2la.netboxtv.top/live/kwzq1rse/494r502h/index.m3u8
东森电影,http://fv2la.netboxtv.top/live/fchcah3u/q6t7f6hg/index.m3u8
Catchplay电影台,http://fv2la.netboxtv.top/live/kwzq1rse/63t80c5p/index.m3u8
龙祥时代,http://fv2la.netboxtv.top/live/kwzq1rse/0xz20xk6/index.m3u8
纬来电影,http://fv2la.netboxtv.top/live/kwzq1rse/q9p24xqk/index.m3u8
CinemaWorld,http://fv2la.netboxtv.top/live/kwzq1rse/wrn6wjz7/index.m3u8
HBO_HOME_BOX_OFFICE,http://fv2la.netboxtv.top/live/kwzq1rse/e8eddaf3/index.m3u8
东森洋片,http://fv2la.netboxtv.top/live/fadh3ct5/0kxhqv8q/index.m3u8 
