央视频,#genre#
CCTV11,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV12,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV13,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV14,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV4K,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
卫生健康,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/bqkj.m3u8?auth=testpub
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
央视文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
海南卫视,http://38.75.136.137:98/gslb/dsdqpub/lywshd.m3u8?auth=testpub
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
西藏卫视,http://38.75.136.137:98/gslb/dsdqpub/xzws.m3u8?auth=testpub
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub

Litv,#genre#
民視台灣台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv001
寰宇新聞台灣台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv156
民視,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv002
民視第一台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv003
民視綜藝台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv004
豬哥亮歌廳秀,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv006
中天新聞台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv009
非凡新聞台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv010
影迷數位電影台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv011
視納華仁紀實頻道,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv013
時尚運動X,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv014
Globetrotter,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv016
AMC,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv017
達文西頻道,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv018
八大精彩台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv034
八大綜藝台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv039
中視,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv040
華視,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv041
公視戲劇,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv042
客家電視台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv043
靖天卡通台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv044
靖洋戲劇台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv045
靖天綜合台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv046
靖天日本台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv047
非凡商業台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv048
采昌影劇台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv049
台視新聞,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv051
華視新聞,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv052
GINX,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv053
靖天歡樂台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv054
靖天映畫,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv055
台視財經,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv056
靖洋卡通台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv057
靖天戲劇台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv058
CLASSICA古典樂,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv059
靖天電影台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv061
靖天育樂台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv062
靖天國際台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv063
中視菁采台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv064
靖天資訊台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv065
台視,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv066
TVBS精采台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv067
TVBS歡樂台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv068
ELTA,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv070
TVBS新聞,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv072
TVBS,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv073
中視新聞,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv074
鏡電視新聞台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv075
亞洲旅遊台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv076
TRACE,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv077
ARIRANG阿里郎頻道,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv079
中視經典台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv080
TRACE,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv082
Mezzo,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv083
國會頻道1台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv084
國會頻道2台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv085
智林體育台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv101
東森購物1台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv102
東森購物2台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv103
第1商業台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv104
中天亞洲台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv109
東森新聞台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv152
東森財經新聞台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv153
民視,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv155
VOA美國之音,http://yhyalice.zabc.net:8080/litv.php?id=litv-ftv03
民視旅遊台,http://yhyalice.zabc.net:8080/litv.php?id=litv-ftv07
民視影劇台,http://yhyalice.zabc.net:8080/litv.php?id=litv-ftv09
半島國際新聞台,http://yhyalice.zabc.net:8080/litv.php?id=litv-ftv10
民視新聞台,http://yhyalice.zabc.net:8080/litv.php?id=litv-ftv13
i-Fun動漫台,http://yhyalice.zabc.net:8080/litv.php?id=litv-ftv15
好消息,http://yhyalice.zabc.net:8080/litv.php?id=litv-ftv16
好消息2台,http://yhyalice.zabc.net:8080/litv.php?id=litv-ftv17
龍華卡通台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn01
龍華電影台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn03
博斯魅力台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn04
博斯高球台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn05
博斯高球二台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn06
博斯運動一台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn07
博斯運動二台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn08
博斯網球台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn09
博斯無限台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn10
龍華日韓台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn11
龍華偶像台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn12
博斯無限二台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn13
寰宇新聞台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn14
龍華戲劇台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn18
Smart知識台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn19
ELTA生活英語台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn20
龍華經典台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn21
台灣戲劇台,http://yhyalice.zabc.net:8080/litv.php?id=litv-longturn22
寰宇財經台,http://yhyalice.zabc.net:8080/litv.php?id=4gtv-4gtv158

ofiii,#genre#
中天新聞台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv009
中視,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv040
華視,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv041
台視新聞,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv051
華視新聞,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv052
中視新聞台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv074
亞洲旅遊台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv076
國會頻道1,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv084
國會頻道2,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv085
東森購物1台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv102
東森購物2台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv103
第1商業台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv104
寰宇新聞台灣台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv156
寰宇財經台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=4gtv-4gtv158
龍華卡通台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn01
龍華洋片台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn02
龍華電影台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn03
龍華日韓台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn11
寰宇新聞台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn14
龍華偶像台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn12
龍華戲劇台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn18
SMART知識台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn19
ELTV生活英語台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn20
龍華經典台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn21
台灣戲劇台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-longturn22
好消息,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-ftv16
好消息2台,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=litv-ftv17
三立新聞iNEWS,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=iNEWS
倪珍播新聞,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=nnews-zh
倪珍越南語新聞,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=nnews-vn
倪珍報氣象,http://yhyalice.zabc.net:8080/ofiii.php?token=yhy&id=nnews-wf

蓝山大饭店,#genre#
飯店介紹-藍山大飯店,http://tw.护法.cloudns.ch:21096/mk.php?id=custom19
公視,http://tw.护法.cloudns.ch:21096/mk.php?id=live1201
Trace Sport Stars,http://tw.护法.cloudns.ch:21096/mk.php?id=live1003
DISCOVERY,http://tw.护法.cloudns.ch:21096/mk.php?id=live1002
旅遊生活,http://tw.护法.cloudns.ch:21096/mk.php?id=live1005
動物星球,http://tw.护法.cloudns.ch:21096/mk.php?id=live1004
momo親子台,http://tw.护法.cloudns.ch:21096/mk.php?id=live1007
東森幼幼HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1008
ANIMAX 卡通動畫頻道,http://tw.护法.cloudns.ch:21096/mk.php?id=live1060
龍華卡通台,http://tw.护法.cloudns.ch:21096/mk.php?id=custom29
緯來綜合HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1044
八大第一HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1043
八大綜合HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1019
三立台灣HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1021
三立都會HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1020
韓國娛樂台,http://tw.护法.cloudns.ch:21096/mk.php?id=live1024
東森綜合HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1041
超視HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1180
中天綜合HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1022
中天娛樂HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1023
東風衛視,http://tw.护法.cloudns.ch:21096/mk.php?id=live1195
MUCH TV,http://tw.护法.cloudns.ch:21096/mk.php?id=live1189
東森戲劇HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1042
八大戲劇HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1057
TVBS歡樂HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1018
緯來戲劇,http://tw.护法.cloudns.ch:21096/mk.php?id=live1186
緯來日本HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1026
Taiwan Plus,http://tw.护法.cloudns.ch:21096/mk.php?id=live1238
年代新聞,http://tw.护法.cloudns.ch:21096/mk.php?id=live1192
東森新聞HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1014
三立新聞HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1016
TVBS新聞HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1051
TVBS HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1251
非凡新聞,http://tw.护法.cloudns.ch:21096/mk.php?id=live1013
非凡商業,http://tw.护法.cloudns.ch:21096/mk.php?id=live1012
東森財經HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1017
壹新聞,http://tw.护法.cloudns.ch:21096/mk.php?id=live1242
CNBC,http://tw.护法.cloudns.ch:21096/mk.php?id=live1063
Bloomberg News,http://tw.护法.cloudns.ch:21096/mk.php?id=live1066
NHK世界HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1027
鏡電視新聞台,http://tw.护法.cloudns.ch:21096/mk.php?id=live1031
好萊塢電影HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1025
緯來電影HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1183
HBO,http://tw.护法.cloudns.ch:21096/mk.php?id=live1029
AXN,http://tw.护法.cloudns.ch:21096/mk.php?id=live1054
CINEMAX HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1030
AMC 電影台,http://tw.护法.cloudns.ch:21096/mk.php?id=live1032
寵物頻道,http://tw.护法.cloudns.ch:21096/mk.php?id=live1040
緯來育樂HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1045
緯來體育HD,http://tw.护法.cloudns.ch:21096/mk.php?id=live1011
博斯運動一,http://tw.护法.cloudns.ch:21096/mk.php?id=live1225
momo 綜合台,http://tw.护法.cloudns.ch:21096/mk.php?id=live1248
DAZN 1,http://tw.护法.cloudns.ch:21096/mk.php?id=live1069
DAZN 2,http://tw.护法.cloudns.ch:21096/mk.php?id=live1072
廈門衛視,http://tw.护法.cloudns.ch:21096/mk.php?id=live1033
海峽衛視,http://tw.护法.cloudns.ch:21096/mk.php?id=live1035

国内4K,#genre#
湖南卫视4K,https://migu.188766.xyz/?migutoken=243e6a64ee86fd2dd803adccb28fd5e8&id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%864K&pp=1
浙江卫视4K,https://migu.188766.xyz/?migutoken=2e83dd5c22e0c7cb4426cbf9f27702f2&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%864K&pp=1
东方卫视4K,https://migu.188766.xyz/?migutoken=2cf55e6ceddbcea757c6a72ccc1bc7ac&id=dfws&type=sz
北京卫视4K,https://migu.188766.xyz/?migutoken=3fcfe6747e27590d5cbc2d8ab0b88bfe&id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&type=yy
深圳卫视4K,https://migu.188766.xyz/?migutoken=35b4ab70a034704295acda9945c39f89&id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86&pp=1
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
更多精采内容,#genre#
请按遥控器菜单键在下方点击Dream切换列表,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be57a9bbcc944f03700199278a8589_258.mp4
江苏卫视4K,http://mytv6688.xyz/哈哈哈哈哈/js.php?id=jsws4k
